0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033788,0.11351,0.15507,0.18587,0.21051,0.23083,0.24776,0.26185,0.27345,0.28278,0.29001,0.29524,0.29854,0.29994,0.29947,0.29713,0.29287,0.28665,0.27838,0.26794,0.25513,0.23968,0.22114,0.19882,0.17142,0.13617,0.084146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10391,0.1485,0.18074,0.20631,0.22732,0.24482,0.2594,0.27144,0.28118,0.2888,0.2944,0.29806,0.29982,0.29971,0.29772,0.29383,0.28799,0.28011,0.27009,0.25773,0.24279,0.22485,0.20328,0.17693,0.14343,0.095906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033788,0.11351,0.15507,0.18587,0.21051,0.23083,0.24776,0.26185,0.27345,0.28278,0.29001,0.29524,0.29854,0.29994,0.29947,0.29713,0.29287,0.28665,0.27838,0.26794,0.25513,0.23968,0.22114,0.19882,0.17142,0.13617,0.084146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067907,0.12667,0.16403,0.19266,0.21588,0.23515,0.25126,0.26468,0.2757,0.28453,0.2913,0.2961,0.29899,0.3,0.29914,0.29639,0.29171,0.28505,0.27629,0.26529,0.25184,0.23562,0.21611,0.19248,0.16316,0.12444,0.060971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033788,0.11351,0.15507,0.18587,0.21051,0.23083,0.24776,0.26185,0.27345,0.28278,0.29001,0.29524,0.29854,0.29994,0.29947,0.29713,0.29287,0.28665,0.27838,0.26794,0.25513,0.23968,0.22114,0.19882,0.17142,0.13617,0.084146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10031,0.1453,0.17771,0.20344,0.22464,0.24236,0.2572,0.26952,0.27958,0.28752,0.29347,0.29749,0.29962,0.29988,0.29826,0.29475,0.28927,0.28176,0.27208,0.26007,0.24544,0.22782,0.20656,0.18055,0.1475,0.10108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033788,0.11351,0.15507,0.18587,0.21051,0.23083,0.24776,0.26185,0.27345,0.28278,0.29001,0.29524,0.29854,0.29994,0.29947,0.29713,0.29287,0.28665,0.27838,0.26794,0.25513,0.23968,0.22114,0.19882,0.17142,0.13617,0.084146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064499,0.12383,0.16124,0.18993,0.21326,0.23269,0.249,0.26266,0.27396,0.28308,0.29018,0.29532,0.29857,0.29995,0.29946,0.29709,0.29279,0.2865,0.27811,0.26747,0.25438,0.2385,0.21934,0.19609,0.16722,0.12928,0.069074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033788,0.11351,0.15507,0.18587,0.21051,0.23083,0.24776,0.26185,0.27345,0.28278,0.29001,0.29524,0.29854,0.29994,0.29947,0.29713,0.29287,0.28665,0.27838,0.26794,0.25513,0.23968,0.22114,0.19882,0.17142,0.13617,0.084146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098113,0.14292,0.17523,0.20097,0.22224,0.2401,0.25512,0.26767,0.27799,0.28623,0.2925,0.29686,0.29935,0.29998,0.29874,0.2956,0.29051,0.28338,0.27408,0.26244,0.2482,0.23096,0.2101,0.18454,0.15215,0.10718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033788,0.11351,0.15507,0.18587,0.21051,0.23083,0.24776,0.26185,0.27345,0.28278,0.29001,0.29524,0.29854,0.29994,0.29947,0.29713,0.29287,0.28665,0.27838,0.26794,0.25513,0.23968,0.22114,0.19882,0.17142,0.13617,0.084146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063561,0.12212,0.15918,0.18771,0.211,0.23048,0.24692,0.26075,0.27227,0.28165,0.28904,0.2945,0.29809,0.29982,0.2997,0.29771,0.2938,0.2879,0.2799,0.26966,0.25696,0.24149,0.22276,0.19997,0.1717,0.13475,0.078007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033788,0.11351,0.15507,0.18587,0.21051,0.23083,0.24776,0.26185,0.27345,0.28278,0.29001,0.29524,0.29854,0.29994,0.29947,0.29713,0.29287,0.28665,0.27838,0.26794,0.25513,0.23968,0.22114,0.19882,0.17142,0.13617,0.084146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09752,0.14149,0.17341,0.19895,0.22017,0.23806,0.2532,0.26592,0.27646,0.28495,0.29151,0.29618,0.29901,0.3,0.29913,0.29638,0.29168,0.28495,0.27606,0.26483,0.25101,0.2342,0.21382,0.18884,0.15725,0.11395,0.022399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033788,0.11351,0.15507,0.18587,0.21051,0.23083,0.24776,0.26185,0.27345,0.28278,0.29001,0.29524,0.29854,0.29994,0.29947,0.29713,0.29287,0.28665,0.27838,0.26794,0.25513,0.23968,0.22114,0.19882,0.17142,0.13617,0.084146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065357,0.12166,0.15794,0.18607,0.20917,0.22858,0.24504,0.25898,0.27066,0.28026,0.2879,0.29365,0.29756,0.29963,0.29988,0.29826,0.29474,0.28924,0.28165,0.27183,0.25956,0.24454,0.22629,0.20406,0.17649,0.14068,0.087358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033788,0.11351,0.15507,0.18587,0.21051,0.23083,0.24776,0.26185,0.27345,0.28278,0.29001,0.29524,0.29854,0.29994,0.29947,0.29713,0.29287,0.28665,0.27838,0.26794,0.25513,0.23968,0.22114,0.19882,0.17142,0.13617,0.084146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098662,0.14111,0.17232,0.19747,0.21849,0.23632,0.25147,0.2643,0.27499,0.2837,0.29051,0.29548,0.29862,0.29995,0.29945,0.29708,0.29278,0.28646,0.27799,0.2672,0.25383,0.23751,0.21767,0.19334,0.16266,0.12115,0.045814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033788,0.11351,0.15507,0.18587,0.21051,0.23083,0.24776,0.26185,0.27345,0.28278,0.29001,0.29524,0.29854,0.29994,0.29947,0.29713,0.29287,0.28665,0.27838,0.26794,0.25513,0.23968,0.22114,0.19882,0.17142,0.13617,0.084146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069803,0.12254,0.15761,0.18509,0.20782,0.22704,0.24343,0.25739,0.26917,0.27894,0.28679,0.29279,0.29699,0.29938,0.29997,0.29873,0.29559,0.2905,0.28333,0.27395,0.26214,0.2476,0.22989,0.20827,0.18149,0.14693,0.09686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
